class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',-0.793103,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.76,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'0',1.05714,b'0',1.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.486486,b'0',b'0',-0.675676,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.769231,b'0',b'0',b'0',b'0',-0.73913,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',-0.666667,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.755102,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',1.28571,b'0',0.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.688889,b'0',b'0',-0.733333,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',-0.368421,b'0',b'0',b'0',b'0',-0.625,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.478261,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',-0.52,b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'1',b'1',b'0',b'0',1.31429,b'0',5.0,b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',1.78261,b'1',b'1',-0.73913,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'1',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',-0.714286,b'0',b'0',b'0',b'0',-0.707317,b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0'
b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.368421,b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'1',-0.657143,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'0',1.88571,b'0',4.0,b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',0.984848,b'1',b'0',-0.818182,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'1',b'1',b'1',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',-0.769231,b'0',b'0',b'0',b'0',-0.636364,b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.586207,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',-0.744681,b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'1',b'0',1.65714,b'0',4.0,b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',0.689655,b'1',b'1',-0.793103,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'1',b'0',b'1',b'1',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',-0.52,b'0',b'0',b'0',b'0',-0.647059,b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.52,b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',-0.781818,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',1.57143,b'0',4.0,b'1',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',1.52727,b'1',b'1',-0.781818,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',-0.73913,b'0',b'0',b'0',b'1',-0.707317,b'1',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'0'
b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',-0.571429,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.612903,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',0.942857,b'0',1.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.545455,b'0',b'0',-0.636364,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',-0.647059,b'0',b'0',b'0',b'1',-0.803279,b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'1',b'1',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',-0.657143,b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',-0.707317,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'1',1.0,b'0',6.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',1.8,b'1',b'0',-0.657143,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.636364,b'0',b'0',b'1',b'0',-0.692308,b'1',b'0',b'1',b'1',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'0'
b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.4,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.636364,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',1.37143,b'0',6.0,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',1.75,b'1',b'0',-0.75,b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',-0.6,b'0',b'0',b'0',b'0',-0.625,b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',-0.75,b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',-0.793103,b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',1.48571,b'0',3.0,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.980769,b'1',b'0',-0.769231,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',-0.625,b'0',b'0',b'0',b'0',-0.612903,b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',-0.87234,b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',b'0',-0.793103,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',1.22857,b'0',5.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',2.04651,b'1',b'0',-0.72093,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.586207,b'0',b'0',b'0',b'0',-0.6,b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'1',b'0',b'1'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',-0.666667,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.625,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',1.45714,b'0',1.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.529412,b'0',b'0',-0.764706,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',-0.538462,b'0',b'0',b'0',b'0',-0.5,b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'1',-0.428571,b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',-0.684211,b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'0',1.14286,b'0',3.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',1.775,b'1',b'0',-0.7,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'1',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',-0.692308,b'0',b'0',b'0',b'0',-0.657143,b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',-0.675676,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',-0.764706,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',0.485714,b'0',0.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',0.588235,b'0',b'0',-0.294118,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',-0.647059,b'0',b'0',b'0',b'0',-0.647059,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',-0.333333,b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',-0.727273,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'0',1.45714,b'0',4.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',1.07843,b'1',b'1',-0.764706,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',-0.809524,b'0',b'0',b'0',b'0',-0.636364,b'1',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',-0.657143,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',-0.727273,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',0.885714,b'0',0.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',0.225806,b'0',b'0',-0.612903,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.733333,b'0',b'0',b'0',b'0',-0.76,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'1',b'0',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',-0.657143,b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',-0.744681,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',1.54286,b'0',1.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',1.24074,b'0',b'0',-0.777778,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',-0.636364,b'0',b'0',b'0',b'0',-0.773585,b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0'
b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.769231,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.803279,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',b'1',b'1',b'0',b'0',0.8,b'0',2.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',0.642857,b'1',b'0',-0.571429,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',-0.675676,b'0',b'0',b'0',b'0',-0.75,b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'1',b'0',b'0'
b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',-0.657143,b'0',b'0',b'1',b'1',b'0',b'1',b'1',b'1',b'0',-0.586207,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'1',b'1',b'1',b'1',2.11429,b'0',7.0,b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',1.2973,b'1',b'1',-0.837838,b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'0',-0.7,b'0',b'0',b'1',b'0',-0.707317,b'1',b'0',b'1',b'1',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'1',b'0'
b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.692308,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',-0.555556,b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'1',b'1',b'0',b'0',1.4,b'0',2.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',1.79592,b'0',b'0',-0.755102,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',-0.586207,b'0',b'0',b'0',b'0',-0.625,b'1',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'0'
b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.666667,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',-0.6,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',1.2,b'0',0.0,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',1.04762,b'0',b'0',-0.714286,b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',-0.733333,b'0',b'0',b'0',b'0',-0.612903,b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'1',b'1',b'1',b'0',b'0'
b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'1',-0.8125,b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',-0.333333,b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'1',b'0',b'1',b'0',b'1',b'0',1.34286,b'0',2.0,b'1',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',0.680851,b'0',b'0',-0.744681,b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'0',b'1',b'1',b'0',b'1',b'0',b'1',b'0',b'0',b'0',b'1',b'0',b'0',b'0',b'0',b'1',b'1',b'0',b'0',b'0',-0.684211,b'0',b'0',b'0',b'0',-0.647059,b'1',b'0',b'1',b'1',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0',b'0'
