,targetdataset,sourcedataset
10130,42,65
10131,43,74
10132,78,54
10133,49,13
10134,31,24
10135,32,3
10136,15,54
10137,17,15
10138,4,14
10139,44,67
10140,63,26
10141,7,65
10142,69,39
10143,9,15
10144,68,30
10145,7,9
10146,75,34
10147,65,33
10148,73,20
10149,14,78
10150,75,6
10151,33,63
10152,52,2
10153,24,44
10154,70,26
10155,9,11
10156,16,4
10157,47,42
10158,20,30
10159,7,19
10160,0,73
10161,17,11
10162,11,0
10163,29,73
10164,29,21
10165,35,59
10166,22,51
10167,64,4
10168,41,66
10169,53,13
10170,12,68
10171,39,23
10172,53,63
10173,25,40
10174,52,58
10175,6,73
10176,30,38
10177,32,35
10178,59,35
10179,29,9
10180,56,57
10181,73,12
10182,66,54
10183,5,68
10184,56,32
10185,4,70
10186,4,63
10187,37,15
10188,49,53
10189,14,21
10190,36,34
10191,15,72
10192,16,73
10193,2,9
10194,79,33
10195,0,22
10196,52,48
10197,31,46
10198,62,13
10199,56,62
10200,9,47
10201,69,74
10202,68,59
10203,24,49
10204,77,51
10205,65,53
10206,48,46
10207,22,0
10208,40,50
10209,77,19
10210,45,32
10211,72,71
10212,40,36
10213,8,59
10214,5,59
10215,2,37
10216,65,38
10217,27,2
10218,75,55
10219,76,64
10220,78,43
10221,19,35
10222,17,67
10223,40,51
10224,31,36
10225,1,35
10226,71,63
10227,23,20
10228,37,71
10229,46,64
10230,40,56
10231,75,21
10232,65,25
10233,77,53
10234,0,63
10235,5,61
10236,79,69
10237,70,66
10238,50,16
10239,63,56
10240,0,8
10241,55,9
10242,64,16
10243,69,17
10244,51,72
10245,26,45
10246,64,40
10247,33,47
10248,74,9
10249,62,63
10250,29,9
10251,31,51
10252,42,15
10253,35,15
10254,27,52
10255,50,37
10256,39,40
10257,29,7
10258,3,78
10259,34,21
10260,55,29
10261,22,38
10262,57,32
10263,59,51
10264,20,39
10265,24,62
10266,78,42
10267,56,79
10268,1,49
10269,47,62
10270,13,42
10271,13,18
10272,55,47
10273,75,57
10274,75,46
10275,22,36
10276,53,41
10277,31,39
10278,28,25
10279,69,3
10280,55,36
10281,41,21
10282,27,58
10283,63,58
10284,10,58
10285,48,75
10286,14,19
10287,5,36
10288,46,8
10289,2,27
10290,57,19
10291,62,4
10292,8,1
10293,57,40
10294,13,2
10295,0,51
10296,36,47
10297,43,68
10298,3,20
10299,27,49
10300,57,46
10301,33,18
10302,10,21
10303,12,58
10304,12,4
10305,23,33
10306,73,37
10307,75,15
10308,26,12
10309,54,40
10310,75,43
10311,56,37
10312,51,48
10313,19,43
10314,39,37
10315,67,6
10316,30,32
10317,52,35
10318,74,12
10319,34,15
10320,41,55
10321,79,13
10322,74,18
10323,62,41
10324,29,69
10325,71,10
10326,25,6
10327,60,48
10328,20,8
10329,36,76
10330,53,59
10331,52,0
10332,61,12
10333,3,32
10334,57,22
10335,51,38
10336,5,58
10337,3,69
10338,21,53
10339,15,67
10340,67,58
10341,72,3
10342,73,53
10343,63,69
10344,33,76
10345,11,74
10346,18,24
10347,79,67
10348,71,35
10349,56,14
10350,43,71
10351,48,2
10352,62,68
10353,53,73
10354,47,21
10355,40,57
10356,73,75
10357,35,57
10358,51,75
10359,50,6
10360,56,61
10361,76,30
10362,15,31
10363,47,69
10364,77,56
10365,50,8
10366,41,37
10367,7,35
10368,48,19
10369,53,69
10370,74,36
10371,50,67
10372,24,43
10373,39,52
10374,10,37
10375,78,71
10376,64,51
10377,70,66
10378,25,16
10379,0,34
10380,39,37
10381,49,38
10382,20,11
10383,0,63
10384,77,30
10385,44,71
10386,16,52
10387,45,22
10388,31,69
10389,61,74
10390,16,3
10391,21,39
10392,5,7
10393,24,23
10394,71,77
10395,1,35
10396,3,79
10397,9,5
10398,27,19
10399,43,64
10400,64,14
10401,79,11
10402,73,14
10403,48,60
10404,21,58
10405,27,26
10406,76,18
10407,5,6
10408,6,72
10409,48,76
10410,28,36
10411,16,12
10412,3,77
10413,63,37
10414,9,57
10415,2,64
10416,44,12
10417,32,77
10418,78,75
10419,71,28
10420,26,21
10421,28,66
10422,52,66
10423,56,75
10424,34,71
10425,63,36
10426,58,60
10427,3,10
10428,40,79
10429,21,10
10430,67,30
10431,26,25
10432,7,3
10433,50,5
10434,15,10
10435,8,23
10436,39,77
10437,60,54
10438,27,15
10439,0,39
10440,58,4
10441,32,25
10442,39,44
10443,61,36
10444,73,40
10445,2,41
10446,65,31
10447,17,33
10448,69,1
10449,27,77
10450,73,70
10451,68,54
10452,7,61
10453,49,56
10454,67,46
10455,22,43
10456,45,43
10457,33,16
10458,29,10
10459,26,33
10460,68,60
10461,43,30
10462,34,39
10463,37,51
10464,0,25
10465,14,49
10466,2,66
10467,58,37
10468,74,26
10469,4,12
10470,25,68
10471,25,29
10472,27,6
10473,27,67
10474,1,65
10475,3,34
10476,79,35
10477,3,68
10478,47,77
10479,13,48
10480,41,33
10481,59,46
10482,50,62
10483,42,49
10484,44,6
10485,26,2
10486,10,45
10487,21,18
10488,60,22
10489,10,14
10490,28,32
10491,70,39
10492,30,64
10493,73,59
10494,16,34
10495,43,69
10496,75,12
10497,69,2
10498,52,68
10499,12,72
10500,73,59
10501,69,70
10502,18,66
10503,6,10
10504,40,14
10505,75,52
10506,54,1
10507,70,72
10508,27,18
10509,45,79
10510,44,78
10511,49,78
10512,71,52
10513,25,46
10514,39,22
10515,50,14
10516,30,27
10517,48,75
10518,44,21
10519,49,1
10520,58,7
10521,53,10
10522,31,75
10523,35,52
10524,23,40
10525,23,47
10526,60,25
10527,2,11
10528,67,1
10529,63,31
10530,49,9
10531,66,30
10532,20,76
10533,40,5
10534,19,26
10535,7,32
10536,17,61
10537,35,1
10538,26,49
10539,31,11
10540,71,50
10541,79,54
10542,49,31
10543,69,43
10544,46,50
10545,65,26
10546,71,26
10547,18,75
10548,11,20
10549,3,28
10550,78,11
10551,9,41
10552,9,61
10553,28,0
10554,44,35
10555,15,66
10556,53,32
10557,56,60
10558,56,2
10559,9,50
10560,3,72
10561,19,42
10562,26,69
10563,30,69
10564,72,69
10565,52,79
10566,10,5
10567,77,5
10568,28,15
10569,66,35
10570,27,64
10571,38,56
10572,8,78
10573,54,67
10574,72,29
10575,75,54
10576,19,72
10577,49,0
10578,17,30
10579,47,26
10580,54,13
10581,77,27
10582,23,6
10583,34,26
10584,27,68
10585,53,42
10586,29,53
10587,61,32
10588,41,27
10589,77,42
10590,24,17
10591,30,20
10592,42,78
10593,17,68
10594,69,34
10595,79,44
10596,10,45
10597,77,10
10598,74,41
10599,65,59
10600,10,74
10601,30,6
10602,16,23
10603,9,74
10604,55,38
10605,24,12
10606,47,39
10607,13,25
10608,63,59
10609,25,20
10610,50,41
10611,16,74
10612,0,41
10613,73,78
10614,18,64
10615,16,62
10616,6,54
10617,69,3
10618,28,50
10619,13,51
10620,65,10
10621,18,25
10622,49,71
10623,25,29
10624,19,2
10625,71,25
10626,48,37
10627,67,55
10628,72,38
10629,7,46
10630,50,26
10631,56,12
10632,36,25
10633,0,20
10634,19,61
10635,38,77
10636,46,66
10637,48,3
10638,44,57
10639,24,14
10640,50,32
10641,20,76
10642,74,26
10643,12,76
10644,26,45
10645,5,18
10646,59,73
10647,63,27
10648,17,70
10649,33,39
10650,24,1
10651,73,38
10652,58,12
10653,54,29
10654,56,61
10655,19,63
10656,8,46
10657,60,74
10658,3,57
10659,0,64
10660,59,1
10661,22,3
10662,69,46
10663,10,31
10664,25,17
10665,50,10
10666,34,40
10667,61,47
10668,0,26
10669,37,28
10670,42,70
10671,19,20
10672,41,57
10673,72,9
10674,46,45
10675,20,12
10676,48,27
10677,66,45
10678,2,42
10679,64,79
10680,31,59
10681,55,66
10682,78,65
10683,69,15
10684,38,48
10685,1,77
10686,55,2
10687,4,14
10688,39,12
10689,69,1
10690,59,0
10691,44,53
10692,7,15
10693,57,16
10694,3,71
10695,73,34
10696,64,17
10697,31,37
10698,74,5
10699,9,26
10700,70,22
10701,69,15
10702,57,37
10703,61,77
10704,53,56
10705,54,22
10706,49,33
10707,36,78
10708,79,21
10709,53,22
10710,64,4
10711,15,44
10712,78,57
10713,75,62
10714,34,14
10715,39,50
10716,59,71
10717,74,51
10718,67,36
10719,72,61
10720,57,59
10721,44,21
10722,36,52
10723,62,43
10724,10,9
10725,44,32
10726,8,55
10727,10,55
10728,14,75
10729,76,18
10730,49,22
10731,42,46
10732,37,12
10733,63,54
10734,57,29
10735,59,12
10736,22,17
10737,1,0
10738,62,14
10739,7,20
10740,42,46
10741,27,79
10742,18,24
10743,44,29
10744,66,39
10745,78,51
10746,55,39
10747,37,42
10748,72,27
10749,36,79
10750,68,17
10751,45,77
10752,49,3
10753,15,6
10754,60,45
10755,56,3
10756,35,47
10757,25,18
10758,30,12
10759,33,42
10760,54,65
10761,72,63
10762,2,21
10763,10,11
10764,7,18
10765,52,38
10766,12,37
10767,57,66
10768,18,59
10769,12,6
10770,31,55
10771,6,20
10772,71,4
10773,46,75
10774,13,45
10775,43,45
10776,32,72
10777,11,55
10778,73,76
10779,64,70
10780,57,6
10781,39,68
10782,41,69
10783,32,10
10784,78,48
10785,16,13
10786,7,20
10787,57,50
10788,70,62
10789,33,26
10790,72,63
10791,16,11
10792,55,18
10793,50,32
10794,5,4
10795,21,15
10796,0,11
10797,74,70
10798,53,69
10799,37,27
10800,70,46
10801,54,78
10802,15,52
10803,73,53
10804,6,72
10805,70,7
10806,26,10
10807,64,44
10808,41,0
10809,63,46
10810,1,48
10811,36,12
10812,55,70
10813,37,51
10814,65,51
10815,9,44
10816,28,74
10817,25,56
10818,47,53
10819,11,32
10820,43,69
10821,17,25
10822,65,30
10823,50,20
10824,63,70
10825,3,9
10826,36,68
10827,34,52
10828,45,46
10829,65,32
10830,7,77
10831,8,1
10832,51,65
10833,12,59
10834,17,9
10835,32,37
10836,38,65
10837,65,9
10838,30,71
10839,79,5
10840,58,57
10841,61,48
10842,33,30
10843,78,31
10844,61,74
10845,20,48
10846,64,40
10847,55,74
10848,3,79
10849,35,74
10850,39,30
10851,34,18
10852,26,49
10853,34,78
10854,7,28
10855,6,22
10856,78,35
10857,10,60
10858,54,40
10859,77,49
10860,61,55
10861,73,20
10862,38,15
10863,7,25
10864,24,34
10865,14,64
10866,25,50
10867,75,73
10868,54,6
10869,29,18
10870,54,16
10871,47,10
10872,67,69
10873,76,27
10874,79,71
10875,36,40
10876,61,76
10877,4,69
10878,32,77
10879,48,78
10880,43,22
10881,51,25
10882,38,12
10883,32,59
10884,44,17
10885,1,16
10886,3,43
10887,14,1
10888,2,71
10889,73,43
10890,66,34
10891,8,3
10892,9,72
10893,5,50
10894,32,25
10895,60,75
10896,46,28
10897,35,29
10898,32,27
10899,38,19
10900,31,6
10901,26,64
10902,2,21
10903,30,52
10904,31,18
10905,27,68
10906,47,4
10907,15,45
10908,77,43
10909,76,10
10910,16,30
10911,67,61
10912,70,25
10913,40,66
10914,0,16
10915,29,5
10916,65,17
10917,0,10
10918,51,73
10919,34,50
10920,58,30
10921,4,76
10922,44,70
10923,32,24
10924,10,54
10925,13,65
10926,48,38
10927,58,38
10928,70,19
10929,1,40
10930,75,56
10931,0,4
10932,11,37
10933,73,39
10934,11,29
10935,26,28
10936,29,25
10937,62,39
10938,28,39
10939,73,59
10940,45,51
10941,50,0
10942,20,19
10943,25,65
10944,7,18
10945,62,47
10946,53,67
10947,21,45
10948,43,11
10949,41,18
10950,36,15
10951,43,49
10952,57,55
10953,14,54
10954,39,71
10955,65,48
10956,68,69
10957,8,13
10958,64,56
10959,37,59
10960,69,64
10961,56,43
10962,15,35
10963,77,4
10964,21,71
10965,29,48
10966,56,62
10967,45,2
10968,73,40
10969,18,15
10970,7,9
10971,26,56
10972,44,72
10973,61,34
10974,54,57
10975,39,46
10976,66,9
10977,17,38
10978,35,78
10979,46,43
10980,47,49
10981,68,9
10982,66,19
10983,20,47
10984,36,59
10985,38,67
10986,53,79
10987,47,73
10988,79,62
10989,68,41
10990,22,70
10991,24,60
10992,41,65
10993,9,70
10994,10,76
10995,14,20
10996,25,64
10997,70,67
10998,4,3
10999,38,23
11000,78,75
11001,0,43
11002,52,59
11003,33,37
11004,23,32
11005,61,72
11006,28,31
11007,20,32
11008,19,71
11009,36,67
11010,70,24
11011,65,76
11012,63,17
11013,78,27
11014,58,51
11015,61,7
11016,44,22
11017,4,64
11018,43,49
11019,51,65
11020,40,0
11021,22,58
11022,79,12
11023,6,58
11024,68,22
11025,48,71
11026,35,45
11027,64,20
11028,16,57
11029,56,30
11030,16,50
11031,67,24
11032,40,34
11033,41,61
11034,61,67
11035,13,17
11036,35,60
11037,74,9
11038,41,1
11039,77,79
11040,22,43
11041,25,79
11042,28,23
11043,38,22
11044,17,69
11045,8,14
11046,44,77
11047,41,37
11048,22,19
11049,54,4
11050,16,77
11051,17,55
11052,50,30
11053,48,62
11054,36,76
11055,77,9
11056,48,36
11057,26,31
11058,60,19
11059,18,54
11060,7,1
11061,9,19
11062,68,12
11063,66,33
11064,2,28
11065,60,66
11066,46,3
11067,35,55
11068,56,57
11069,76,50
11070,26,67
11071,17,22
11072,41,64
11073,19,68
11074,7,52
11075,36,17
11076,53,14
11077,54,76
11078,50,73
11079,52,75
11080,24,42
11081,4,49
11082,43,42
11083,43,53
11084,54,50
11085,78,50
11086,42,57
11087,53,4
11088,26,40
11089,49,27
11090,41,20
11091,74,35
11092,1,45
11093,69,66
11094,6,48
11095,22,17
11096,45,25
11097,75,46
11098,26,60
11099,41,61
11100,29,17
11101,68,14
11102,31,69
11103,15,46
11104,24,73
11105,50,60
11106,22,11
11107,16,0
11108,16,7
11109,27,76
11110,21,24
11111,45,40
11112,71,8
11113,8,20
11114,17,56
11115,32,44
11116,7,38
11117,40,8
11118,27,30
11119,4,39
11120,27,25
11121,65,13
11122,5,63
11123,44,41
11124,14,43
11125,29,5
11126,53,3
11127,73,46
11128,44,73
11129,23,25
11130,14,47
11131,15,40
11132,25,66
11133,35,54
11134,64,57
11135,29,12
11136,38,28
11137,64,42
11138,3,39
11139,64,28
11140,49,53
11141,60,63
11142,54,2
11143,39,45
11144,15,6
11145,24,21
11146,17,45
11147,52,16
11148,38,21
11149,77,53
11150,57,60
11151,69,49
11152,10,49
11153,8,47
11154,48,66
11155,28,67
11156,76,46
11157,37,35
11158,56,45
11159,49,39
11160,27,63
11161,19,44
11162,67,45
11163,61,14
11164,0,8
11165,14,31
11166,10,47
11167,16,70
11168,43,20
11169,72,21
11170,43,54
11171,59,8
11172,27,49
11173,17,54
11174,72,75
11175,19,18
11176,19,14
11177,17,14
11178,11,75
11179,72,3
11180,12,8
11181,59,17
11182,33,1
11183,15,68
11184,65,43
11185,34,2
11186,25,3
11187,38,63
11188,68,0
11189,72,33
11190,9,77
11191,45,24
11192,18,1
11193,71,72
11194,30,15
11195,39,17
11196,31,9
11197,77,51
11198,52,72
11199,16,0
11200,66,19
11201,1,49
11202,74,33
11203,22,38
11204,2,0
11205,50,70
11206,44,4
11207,3,54
11208,63,25
11209,24,39
11210,73,1
11211,3,53
11212,6,55
11213,30,38
11214,6,32
11215,61,65
11216,60,13
11217,73,27
11218,35,71
11219,23,33
11220,38,32
11221,37,43
11222,7,72
11223,66,35
11224,44,7
11225,39,46
11226,75,12
11227,78,16
11228,23,59
11229,30,70
11230,55,48
11231,35,40
11232,71,45
11233,36,66
11234,47,33
11235,44,7
11236,2,71
11237,33,63
11238,21,60
11239,24,79
11240,47,7
11241,8,74
11242,77,17
11243,39,51
11244,49,9
11245,53,16
11246,24,18
11247,17,6
11248,77,71
11249,43,10
11250,21,59
11251,72,79
11252,39,62
11253,0,57
11254,37,51
11255,56,65
11256,49,62
11257,39,45
11258,4,9
11259,14,71
11260,28,62
11261,6,4
11262,13,39
11263,0,36
11264,13,22
11265,72,55
11266,51,33
11267,72,60
11268,55,69
11269,5,3
11270,0,4
11271,35,23
11272,60,71
11273,1,33
11274,58,66
11275,40,9
11276,14,44
11277,9,2
11278,43,37
11279,15,12
11280,65,4
11281,53,79
11282,25,26
11283,38,7
11284,58,59
11285,77,64
11286,72,17
11287,68,56
11288,17,41
11289,55,76
11290,6,66
11291,32,17
11292,10,52
11293,19,8
11294,3,25
11295,16,48
11296,54,73
11297,71,39
11298,50,25
11299,50,7
11300,28,5
11301,38,9
11302,16,48
11303,48,28
11304,9,68
11305,32,67
11306,54,64
11307,42,77
11308,52,60
11309,63,39
11310,14,59
11311,48,52
11312,12,66
11313,24,67
11314,70,58
11315,23,17
11316,36,13
11317,44,78
11318,69,64
11319,17,10
11320,9,64
11321,53,32
11322,14,19
11323,21,73
11324,70,0
11325,70,59
11326,75,7
11327,30,66
11328,46,72
11329,5,16
11330,53,71
11331,58,21
11332,31,78
11333,25,67
11334,53,27
11335,52,67
11336,4,9
11337,72,68
11338,17,77
11339,65,61
11340,56,40
11341,77,63
11342,18,69
11343,71,48
11344,17,6
11345,52,71
11346,63,47
11347,65,3
11348,36,4
11349,33,16
11350,37,24
11351,17,0
11352,21,6
11353,71,7
11354,24,39
11355,11,69
11356,8,60
11357,67,8
11358,77,60
11359,59,32
11360,72,11
11361,50,9
11362,72,77
11363,2,51
11364,19,79
11365,21,66
11366,48,24
11367,50,66
11368,61,78
11369,15,27
11370,34,1
11371,78,77
11372,37,59
11373,67,8
11374,51,7
11375,73,78
11376,63,4
11377,4,55
11378,71,56
11379,17,52
11380,16,63
11381,61,14
11382,47,15
11383,56,36
11384,77,61
11385,58,68
11386,73,9
11387,53,75
11388,28,43
11389,41,10
11390,7,67
11391,18,44
11392,29,75
11393,19,44
11394,38,54
11395,19,15
11396,79,75
11397,47,51
11398,76,50
11399,60,67
11400,56,63
11401,78,53
11402,1,64
11403,15,46
11404,78,53
11405,6,15
11406,77,8
11407,76,32
11408,55,44
11409,67,29
11410,40,12
11411,73,62
11412,33,30
11413,51,18
11414,37,9
11415,62,71
11416,18,70
11417,73,30
11418,65,78
11419,47,68
11420,0,2
11421,17,30
11422,22,30
11423,75,77
11424,7,56
11425,27,12
11426,48,5
11427,56,21
11428,10,39
11429,44,22
11430,21,11
11431,24,77
11432,26,62
11433,32,28
11434,8,64
11435,63,2
11436,2,47
11437,73,75
11438,0,19
11439,68,53
11440,2,16
11441,65,64
11442,14,75
11443,36,9
11444,54,60
11445,45,79
11446,58,64
11447,1,72
11448,79,39
11449,73,78
11450,11,61
11451,18,29
11452,20,53
11453,9,2
11454,2,48
11455,74,79
11456,65,58
11457,17,12
11458,76,70
11459,35,0
11460,22,2
11461,58,33
11462,51,68
11463,77,48
11464,8,23
11465,31,78
11466,29,26
11467,25,40
11468,44,47
11469,31,75
11470,8,32
11471,3,21
11472,58,60
11473,50,52
11474,45,10
11475,62,60
11476,74,47
11477,19,28
11478,78,33
11479,31,29
11480,16,3
11481,11,23
11482,63,18
11483,11,77
11484,66,79
11485,9,8
11486,42,73
11487,6,12
11488,3,56
11489,59,32
11490,17,14
11491,57,9
11492,50,35
11493,78,17
11494,30,37
11495,69,20
11496,26,77
11497,73,53
11498,53,4
11499,0,41
11500,6,26
11501,45,1
11502,72,39
11503,6,24
11504,58,9
11505,71,18
11506,41,10
11507,16,65
11508,3,68
11509,34,31
11510,14,42
11511,52,65
11512,23,38
11513,20,71
11514,37,74
11515,16,55
11516,34,16
11517,71,72
11518,20,33
11519,39,50
11520,27,33
11521,25,10
11522,69,64
11523,44,33
11524,20,16
11525,46,71
11526,63,72
11527,75,1
11528,44,54
11529,59,20
11530,2,53
11531,55,75
11532,33,4
11533,45,70
11534,4,36
11535,61,52
11536,30,11
11537,48,29
11538,74,39
11539,6,29
11540,41,67
11541,50,60
11542,74,76
11543,49,23
11544,50,52
11545,22,38
11546,31,30
11547,69,26
11548,41,0
11549,16,25
11550,25,3
11551,57,68
11552,22,21
11553,44,48
11554,22,15
11555,50,4
11556,38,56
11557,26,35
11558,73,42
11559,35,68
11560,31,22
11561,31,49
11562,15,72
11563,78,30
11564,4,1
11565,35,44
11566,50,43
11567,48,47
11568,53,13
11569,28,4
11570,10,37
11571,79,26
11572,24,39
11573,57,25
11574,78,22
11575,16,49
11576,56,25
11577,68,38
11578,9,20
11579,24,19
11580,1,24
11581,41,19
11582,52,43
11583,32,23
11584,31,66
11585,31,2
11586,46,52
11587,28,39
11588,66,3
11589,52,7
11590,68,32
11591,6,42
11592,6,78
11593,66,58
11594,29,41
11595,30,65
11596,50,69
11597,4,68
11598,9,0
11599,63,26
11600,36,70
11601,33,77
11602,16,10
11603,41,75
11604,78,60
11605,54,27
11606,76,41
11607,14,9
11608,10,4
11609,42,43
11610,25,69
11611,9,61
11612,3,28
11613,76,33
11614,20,60
11615,4,30
11616,1,48
11617,19,13
11618,61,71
11619,23,6
11620,42,38
11621,64,18
11622,68,32
11623,37,65
11624,72,39
11625,73,41
11626,28,44
11627,27,17
11628,13,27
11629,52,49
11630,64,47
11631,8,74
11632,20,4
11633,34,31
11634,47,26
11635,15,68
11636,13,30
11637,51,75
11638,43,45
11639,21,35
11640,2,33
11641,8,30
11642,38,8
11643,11,17
11644,44,69
11645,22,77
11646,48,55
11647,23,12
11648,49,67
11649,30,47
11650,49,18
11651,48,46
11652,42,60
11653,51,23
11654,35,54
11655,55,5
11656,43,12
11657,62,38
11658,77,49
11659,77,27
11660,64,30
11661,72,60
11662,34,7
11663,35,79
11664,67,12
11665,19,10
11666,58,45
11667,11,79
11668,35,59
11669,2,76
11670,4,74
11671,22,58
11672,71,43
11673,53,58
11674,28,74
11675,65,19
11676,76,68
11677,75,6
11678,25,40
11679,29,0
11680,65,7
11681,14,19
11682,0,12
11683,17,57
11684,62,73
11685,51,30
11686,20,3
11687,60,9
11688,20,10
11689,0,40
11690,71,69
11691,49,3
11692,68,10
11693,68,14
11694,12,4
11695,75,47
11696,68,21
11697,33,30
11698,33,44
11699,48,2
11700,55,74
11701,78,14
11702,78,53
11703,49,1
11704,7,29
11705,62,2
11706,76,61
11707,2,53
11708,31,60
11709,69,41
11710,58,31
11711,59,66
11712,26,48
11713,67,46
11714,33,45
11715,48,38
11716,42,66
11717,10,3
11718,29,48
11719,5,55
11720,7,45
11721,75,53
11722,20,47
11723,32,67
11724,60,43
11725,1,78
11726,62,27
11727,57,47
11728,59,54
11729,6,55
11730,7,26
11731,56,49
11732,45,15
11733,37,17
11734,32,64
11735,51,79
11736,56,75
11737,30,20
11738,67,39
11739,5,77
11740,19,8
11741,18,61
11742,0,7
11743,3,23
11744,75,40
11745,77,9
11746,19,74
11747,56,5
11748,42,38
11749,76,59
11750,26,48
11751,51,66
11752,12,76
11753,26,5
11754,77,29
11755,9,70
11756,62,31
11757,72,28
11758,70,55
11759,58,30
11760,62,22
11761,25,42
11762,72,50
11763,15,50
11764,35,40
11765,67,26
11766,39,55
11767,64,28
11768,9,12
11769,4,10
11770,25,15
11771,61,46
11772,25,51
11773,7,45
11774,34,7
11775,58,19
11776,23,73
11777,9,0
11778,33,61
11779,21,66
11780,10,5
11781,29,5
11782,1,49
11783,16,4
11784,52,38
11785,2,25
11786,60,16
11787,76,2
11788,5,45
11789,65,69
11790,14,33
11791,44,37
11792,41,23
11793,3,36
11794,65,17
11795,32,26
11796,22,77
11797,71,39
11798,7,12
11799,31,67
11800,11,5
11801,56,48
11802,69,10
11803,15,20
11804,62,45
11805,22,58
11806,35,2
11807,74,34
11808,25,50
11809,22,15
11810,39,15
11811,73,65
11812,57,40
11813,2,61
11814,62,11
11815,62,59
11816,3,14
11817,63,9
11818,26,4
11819,25,53
11820,31,8
11821,10,66
11822,0,29
11823,76,78
11824,18,54
11825,47,71
11826,50,63
11827,42,74
11828,30,13
11829,65,47
11830,5,79
11831,62,12
11832,9,69
11833,79,21
11834,76,77
11835,56,61
11836,50,57
11837,40,61
11838,69,10
11839,45,37
11840,37,64
11841,49,2
11842,56,79
11843,46,41
11844,8,46
11845,44,60
11846,13,29
11847,75,62
11848,48,70
11849,54,1
11850,41,27
11851,12,51
11852,9,57
11853,1,4
11854,70,52
11855,24,22
11856,10,71
11857,64,45
11858,22,76
11859,22,73
11860,46,14
11861,2,27
11862,53,18
11863,40,17
11864,30,68
11865,39,30
11866,15,68
11867,22,36
11868,42,34
11869,4,26
11870,37,71
11871,62,3
11872,18,9
11873,62,10
11874,19,78
11875,24,57
11876,51,65
11877,61,41
11878,26,34
11879,57,66
11880,0,61
11881,20,58
11882,44,47
11883,66,41
11884,78,3
11885,14,30
11886,78,69
11887,72,48
11888,51,11
11889,28,50
11890,29,79
11891,28,11
11892,66,6
11893,4,1
11894,11,56
11895,42,22
11896,76,5
11897,76,4
11898,47,34
11899,45,43
11900,17,78
11901,14,20
11902,64,17
11903,35,55
11904,43,48
11905,45,53
11906,71,59
11907,4,31
11908,40,66
11909,60,36
11910,2,36
11911,51,10
11912,16,5
11913,63,62
11914,78,36
11915,49,33
11916,13,0
11917,71,9
11918,38,63
11919,70,28
11920,68,66
11921,7,28
11922,44,55
11923,59,78
11924,60,66
11925,11,43
11926,79,58
11927,70,0
11928,47,16
11929,27,9
11930,75,11
11931,52,51
11932,8,25
11933,0,30
11934,52,48
11935,29,44
11936,79,61
11937,61,23
11938,56,49
11939,25,23
11940,69,38
11941,6,1
11942,75,22
11943,19,11
11944,77,67
11945,58,11
11946,5,62
11947,26,6
11948,10,74
11949,54,79
11950,22,0
11951,37,68
11952,67,5
11953,59,13
11954,17,8
11955,57,77
11956,47,62
11957,0,11
11958,11,38
11959,26,24
11960,18,24
11961,35,6
11962,18,60
11963,73,56
11964,24,37
11965,32,1
11966,48,30
11967,21,42
11968,30,70
11969,52,18
11970,65,33
11971,73,21
11972,66,28
11973,17,54
11974,77,67
11975,23,61
11976,78,76
11977,2,46
11978,7,3
11979,20,2
11980,21,40
11981,56,26
11982,78,57
11983,79,26
11984,20,57
11985,69,30
11986,8,34
11987,47,4
11988,65,54
11989,38,23
11990,57,21
11991,56,25
11992,0,73
11993,14,10
11994,39,33
11995,22,10
11996,67,3
11997,10,9
11998,28,17
11999,24,65
12000,7,74
12001,29,30
12002,52,65
12003,62,5
12004,42,0
12005,53,62
12006,40,68
12007,12,10
12008,12,21
12009,40,26
12010,2,38
12011,48,47
12012,21,47
12013,23,48
12014,30,3
12015,68,16
12016,45,78
12017,79,75
12018,75,55
12019,6,34
12020,15,7
12021,54,20
12022,74,25
12023,1,6
12024,55,5
12025,51,71
12026,12,33
12027,0,61
12028,62,32
12029,13,39
12030,46,67
12031,75,28
12032,16,66
12033,10,61
12034,38,30
12035,6,23
12036,38,35
12037,47,22
12038,0,24
12039,47,61
12040,13,69
12041,21,26
12042,58,24
12043,78,64
12044,1,77
12045,13,2
12046,73,70
12047,3,62
12048,47,52
12049,66,69
12050,68,24
12051,45,71
12052,47,63
12053,16,77
12054,53,46
12055,69,68
12056,38,56
12057,0,68
12058,21,32
12059,79,38
12060,39,0
12061,41,43
12062,63,65
12063,2,68
12064,36,5
12065,6,49
12066,22,51
12067,74,29
12068,55,39
12069,23,51
12070,43,28
12071,26,40
12072,62,51
12073,28,32
12074,23,0
12075,28,78
12076,14,69
12077,65,64
12078,55,42
12079,18,60
12080,70,47
12081,33,65
12082,56,77
12083,37,35
12084,75,21
12085,18,71
12086,8,41
12087,36,32
12088,41,59
12089,69,38
12090,31,17
12091,61,63
12092,21,78
12093,8,69
12094,29,30
12095,19,62
12096,61,31
12097,14,1
12098,58,65
12099,43,58
12100,31,22
12101,59,78
12102,19,32
12103,25,63
12104,33,12
12105,71,44
12106,70,52
12107,72,35
12108,4,65
12109,7,74
12110,43,6
12111,52,74
12112,16,60
12113,62,0
12114,25,53
12115,57,74
12116,63,60
12117,18,0
12118,11,16
12119,4,45
12120,64,9
12121,66,55
12122,19,1
12123,21,29
12124,0,7
12125,50,38
12126,75,7
12127,4,51
